year,age,band,sex,mass,date,jday,nest,day,wet_dry,warm_cold
2004,AD,2003-92354,M,59,6/10/2004,162,,,Dry,Cold
2005,AD,2003-92361,F,57,6/30/2005,181,,,Wet,Warm
2004,AD,2003-92359,M,53,6/21/2004,173,,,Dry,Cold
2005,AD,2003-92375,F,100,6/15/2005,166,,,Wet,Warm
2004,AD,2003-92364,M,53,6/24/2004,176,,,Dry,Cold
2004,AD,2003-92363,M,60,6/28/2004,180,,,Dry,Cold
2004,AD,2003-92376,F,63.5,7/2/2004,184,,,Dry,Cold
2004,U,2003-92387,F,58,7/6/2004,188,,,Dry,Cold
2005,AD,2003-92393,F,71,7/11/2005,192,,,Wet,Warm
2005,AD,1593-64402,F,77,6/7/2005,158,,,Wet,Warm
2005,AD,1593-64435,M,52,6/8/2005,159,,,Wet,Warm
2005,AD,1593-64403,M,58,6/10/2005,161,,,Wet,Warm
2005,AD,1593-64409,M,47.5,6/13/2005,164,,,Wet,Warm
2005,AD,1593-64433,F,58.5,6/17/2005,168,,,Wet,Warm
2005,AD,1593-64437,M,49,6/17/2005,168,,,Wet,Warm
2005,AD,1593-64445,F,74.5,6/17/2005,168,,,Wet,Warm
2005,AD,1593-64446,F,64,6/20/2005,171,,,Wet,Warm
2005,AD,1593-64447,F,69,6/24/2005,175,,,Wet,Warm
2005,AD,1593-64438,F,65.5,6/27/2005,178,,,Wet,Warm
2005,AD,1593-64439,M,62.5,6/27/2005,178,,,Wet,Warm
2005,AD,1593-64460,F,63.5,6/27/2005,178,,,Wet,Warm
2005,AD,1593-64461,M,51.5,6/27/2005,178,,,Wet,Warm
2005,AD,1593-64431,M,58,7/7/2005,188,,,Wet,Warm
2005,AD,1593-64457,F,59.5,7/12/2005,193,,,Wet,Warm
2006,AD,1593-64487,F,84,6/5/2006,156,,,Dry,Cold
2006,AD,1593-64511,F,44,7/6/2006,187,,,Dry,Cold
2006,AD,1593-64488,F,76,6/6/2006,157,,,Dry,Cold
2006,AD,1593-64502,F,71,6/7/2006,158,,,Dry,Cold
2006,AD,1593-64532,M,52,6/7/2006,158,,,Dry,Cold
2006,AD,1593-64513,F,62.5,6/9/2006,160,,,Dry,Cold
2006,AD,1593-64514,M,60,6/13/2006,164,,,Dry,Cold
2006,AD,2003-92356,M,56,6/15/2006,166,,,Dry,Cold
2006,AD,1593-64489,F,65.5,6/19/2006,170,,,Dry,Cold
2006,AD,1593-64490,M,59,6/19/2006,170,,,Dry,Cold
2006,AD,1593-64491,F,73.5,6/20/2006,171,,,Dry,Cold
2006,AD,1593-64531,M,52,6/21/2006,172,,,Dry,Cold
2006,AD,1593-64492,F,68.5,6/22/2006,173,,,Dry,Cold
2006,AD,1593-64521,M,57,6/27/2006,178,,,Dry,Cold
2006,AD,1593-64551,M,52,7/12/2006,193,,,Dry,Cold
2007,AD,1593-64577,F,66.5,7/4/2007,185,,,Wet,Warm
2007,AD,1593-64572,M,52.5,6/6/2007,157,,,Wet,Warm
2007,AD,1593-64578,M,57.5,6/7/2007,158,,,Wet,Warm
2007,AD,1593-64562,F,58,7/2/2007,183,,,Wet,Warm
2007,AD,1593-64573,F,69,7/2/2007,183,,,Wet,Warm
2007,AD,1593-64580,F,74,6/11/2007,162,,,Wet,Warm
2007,AD,1593-64586,F,67,6/12/2007,163,,,Wet,Warm
2007,AD,1593-64587,M,55.5,6/14/2007,165,,,Wet,Warm
2007,AD,1593-64581,F,56,7/4/2007,185,,,Wet,Warm
2007,AD,1593-64588,M,50,6/19/2007,170,,,Wet,Warm
2007,AD,1593-64536,F,58.5,7/3/2007,184,,,Wet,Warm
2007,AD,1593-64589,M,48,6/25/2007,176,,,Wet,Warm
2007,AD,1593-64537,F,70,6/29/2007,180,,,Wet,Warm
2007,U,1593-64538,U,43.5,7/2/2007,183,,,Wet,Warm
2007,U,1593-64539,U,50.5,7/2/2007,183,,,Wet,Warm
2007,U,1593-64540,U,45.5,7/2/2007,183,,,Wet,Warm
2007,AD,1593-64582,F,58,7/2/2007,183,,,Wet,Warm
2007,AD,1593-64583,M,52.5,7/2/2007,183,,,Wet,Warm
2007,U,1593-64591,U,63,7/6/2007,187,,,Wet,Warm
2007,U,1593-64592,U,63.5,7/6/2007,187,,,Wet,Warm
2007,U,1593-64541,U,60,7/9/2007,190,,,Wet,Warm
2007,U,1593-64584,U,51.5,7/10/2007,191,,,Wet,Warm
2007,U,1593-64585,U,55,7/10/2007,191,,,Wet,Warm
2007,U,1593-64567,U,44,7/11/2007,192,,,Wet,Warm
2007,U,1593-64568,U,51,7/11/2007,192,,,Wet,Warm
2007,U,1593-64569,U,43,7/12/2007,193,,,Wet,Warm
2007,U,1593-64570,U,51,7/12/2007,193,,,Wet,Warm
2007,U,1593-64543,U,40,7/13/2007,194,,,Wet,Warm
2007,AD,1593-64594,M,49.5,7/13/2007,194,,,Wet,Warm
2007,U,1593-64564,U,49.5,7/16/2007,197,,,Wet,Warm
2007,U,1593-64544,U,49.5,7/17/2007,198,,,Wet,Warm
2007,U,1593-64545,U,42,7/19/2007,200,,,Wet,Warm
2007,AD,1593-64546,F,52.5,7/19/2007,200,,,Wet,Warm
2007,U,1593-64547,U,43.5,7/20/2007,201,,,Wet,Warm
2007,U,1593-64548,U,39.5,7/20/2007,201,,,Wet,Warm
2008,AD,1593-64603,U,59,6/2/2008,154,,,Dry,Cold
2008,AD,1593-64606,M,62.5,6/3/2008,155,,,Dry,Cold
2008,AD,1593-64611,M,59,6/9/2008,161,,,Dry,Cold
2008,AD,1593-64626,F,59,7/11/2008,193,,,Dry,Cold
2008,AD,1593-64627,M,54.5,6/16/2008,168,,,Dry,Cold
2008,AD,1593-64602,M,58,6/17/2008,169,,,Dry,Cold
2008,AD,1593-64624,M,52,6/17/2008,169,,,Dry,Cold
2008,AD,1593-64641,M,54,6/17/2008,169,,,Dry,Cold
2008,AD,1593-64617,M,58,6/23/2008,175,,,Dry,Cold
2008,AD,1593-64601,F,62,6/25/2008,177,,,Dry,Cold
2008,AD,1593-64559,F,62.5,7/11/2008,193,,,Dry,Cold
2008,U,1593-64629,U,53.5,7/11/2008,193,,,Dry,Cold
2008,U,1593-64630,U,54.5,7/11/2008,193,,,Dry,Cold
2008,U,1593-64644,U,51,7/11/2008,193,,,Dry,Cold
2008,AD,1593-64613,M,54,7/14/2008,196,,,Dry,Cold
2008,U,1593-64618,U,60,7/14/2008,196,,,Dry,Cold
2008,U,1593-64619,U,61,7/14/2008,196,,,Dry,Cold
2008,U,1593-64620,U,65,7/14/2008,196,,,Dry,Cold
2008,U,1593-64645,U,54.5,7/14/2008,196,,,Dry,Cold
2008,U,1593-64646,U,51.5,7/14/2008,196,,,Dry,Cold
2008,AD,1593-64649,F,68,7/14/2008,196,,,Dry,Cold
2008,U,1593-64637,U,59.5,7/16/2008,198,,,Dry,Cold
2008,U,1593-64638,U,54.5,7/16/2008,198,,,Dry,Cold
2008,U,1593-64639,U,46.5,7/16/2008,198,,,Dry,Cold
2008,AD,1593-64625,F,58.5,7/17/2008,199,,,Dry,Cold
2008,U,1593-64640,U,52.5,7/18/2008,200,,,Dry,Cold
2008,U,1593-64658,U,52.5,7/18/2008,200,,,Dry,Cold
2008,U,1593-64647,U,62.5,7/21/2008,203,,,Dry,Cold
2008,U,1593-64664,U,51.5,7/21/2008,203,,,Dry,Cold
2008,U,1593-64666,U,59.5,7/21/2008,203,,,Dry,Cold
2008,U,1593-64670,U,64.5,7/21/2008,203,,,Dry,Cold
2008,U,1593-64608,U,58.5,7/22/2008,204,,,Dry,Cold
2008,U,1593-64609,U,52.5,7/22/2008,204,,,Dry,Cold
2009,AD,1593-64654,M,57,6/3/2009,154,,,Dry,Cold
2009,AD,1593-64662,U,59,6/8/2009,159,,,Dry,Cold
2009,AD,1593-64671,U,61.5,6/8/2009,159,,,Dry,Cold
2009,AD,1593-64678,M,55.5,6/8/2009,159,,,Dry,Cold
2009,AD,1593-64686,F,54.5,7/6/2009,187,,,Dry,Cold
2009,AD,1593-64660,F,73,6/12/2009,163,,,Dry,Cold
2009,AD,1593-64690,F,77,6/12/2009,163,,,Dry,Cold
2009,AD,1593-64657,F,50,6/29/2009,180,,,Dry,Cold
2009,AD,1593-64679,M,58.5,6/15/2009,166,,,Dry,Cold
2009,AD,1593-64674,F,57.5,6/23/2009,174,,,Dry,Cold
2009,AD,1593-64697,F,69,6/24/2009,175,,,Dry,Cold
2009,AD,1593-64698,M,54,6/24/2009,175,,,Dry,Cold
2009,AD,1593-64684,F,60,6/29/2009,180,,,Dry,Cold
2009,U,1593-64687,U,55.4,6/30/2009,181,,,Dry,Cold
2009,U,1593-64683,U,54,7/6/2009,187,,,Dry,Cold
2009,U,1593-64689,U,44.5,7/6/2009,187,,,Dry,Cold
2009,AD,1593-64719,U,59,7/6/2009,187,,,Dry,Cold
2009,AD,1593-64720,U,62.5,7/6/2009,187,,,Dry,Cold
2009,U,1593-64651,U,40.7,7/7/2009,188,,,Dry,Cold
2009,U,1593-64652,U,55.5,7/7/2009,188,,,Dry,Cold
2009,AD,1593-64682,U,59.5,7/10/2009,191,,,Dry,Cold
2009,U,1593-64721,U,52.5,7/13/2009,194,,,Dry,Cold
2009,U,1593-64722,U,55.2,7/13/2009,194,,,Dry,Cold
2009,AD,1593-64723,U,65.5,7/13/2009,194,,,Dry,Cold
2009,AD,1593-64724,F,52.5,7/14/2009,195,,,Dry,Cold
2009,AD,1593-64725,F,59,7/15/2009,196,,,Dry,Cold
2009,AD,1593-64726,M,50,7/15/2009,196,,,Dry,Cold
2009,U,1593-64736,U,51,7/16/2009,197,,,Dry,Cold
2009,AD,1593-64739,M,59.5,7/16/2009,197,,,Dry,Cold
2010,AD,1593-64727,M,57,6/7/2010,158,,,Dry,Cold
2010,AD,1593-64761,M,59,6/7/2010,158,,,Dry,Cold
2010,AD,1593-64769,F,64,6/25/2010,176,,,Dry,Cold
2010,AD,1593-64740,F,53.5,7/14/2010,195,,,Dry,Cold
2010,AD,1593-64770,M,55,6/14/2010,165,,,Dry,Cold
2010,AD,1593-64748,F,58,7/8/2010,189,,,Dry,Cold
2010,AD,1593-64771,F,82,6/15/2010,166,,,Dry,Cold
2010,AD,1593-64747,F,60,7/13/2010,194,,,Dry,Cold
2010,AD,1593-64749,F,63.9,7/2/2010,183,,,Dry,Cold
2010,AD,1593-64741,F,63.5,6/28/2010,179,,,Dry,Cold
2010,AD,1593-64742,M,62,6/29/2010,180,,,Dry,Cold
2010,AD,1593-64789,U,58.5,7/7/2010,188,,,Dry,Cold
2010,U,1593-64753,U,55.6,7/13/2010,194,,,Dry,Cold
2010,U,1593-64765,U,50.9,7/13/2010,194,,,Dry,Cold
2010,U,1593-64778,U,56.4,7/13/2010,194,,,Dry,Cold
2010,U,1593-64779,U,43.6,7/13/2010,194,,,Dry,Cold
2010,U,1593-64780,U,61.9,7/13/2010,194,,,Dry,Cold
2010,U,1593-64782,U,51.8,7/13/2010,194,,,Dry,Cold
2010,U,1593-64783,U,53.2,7/13/2010,194,,,Dry,Cold
2010,U,1593-64784,U,47.8,7/13/2010,194,,,Dry,Cold
2010,AD,1593-64745,F,61.5,7/14/2010,195,,,Dry,Cold
2010,U,1593-64754,U,64.5,7/14/2010,195,,,Dry,Cold
2010,U,1593-64781,U,62,7/14/2010,195,,,Dry,Cold
2010,U,1593-64756,U,52.6,7/15/2010,196,,,Dry,Cold
2010,U,1593-64757,U,54.6,7/15/2010,196,,,Dry,Cold
2010,U,1593-64766,U,46,7/15/2010,196,,,Dry,Cold
2010,U,1593-64767,U,54.1,7/15/2010,196,,,Dry,Cold
2010,U,1593-64797,U,40,7/15/2010,196,,,Dry,Cold
2010,U,1593-64798,U,45.8,7/15/2010,196,,,Dry,Cold
2010,AD,1593-64790,F,56,7/16/2010,197,,,Dry,Cold
2010,U,1593-64815,U,50.6,7/19/2010,200,,,Dry,Cold
2010,AD,1593-64794,F,48.5,7/21/2010,202,,,Dry,Cold
2010,U,1593-64816,U,55,7/21/2010,202,,,Dry,Cold
2010,AD,1593-64817,M,51,7/21/2010,202,,,Dry,Cold
2011,AD,1593-64826,M,56,6/7/2011,158,,,Wet,Warm
2011,AD,1593-64868,M,52,6/7/2011,158,,,Wet,Warm
2011,AD,1593-64843,M,48,6/8/2011,159,,,Wet,Warm
2011,AD,1593-64811,M,57.5,6/13/2011,164,,,Wet,Warm
2011,AD,1593-64837,M,63,6/13/2011,164,,,Wet,Warm
2011,AD,1593-64844,M,56,6/15/2011,166,,,Wet,Warm
2011,AD,1593-64835,M,58.5,6/20/2011,171,,,Wet,Warm
2011,AD,1593-64820,M,59.5,6/21/2011,172,,,Wet,Warm
2011,AD,1593-64846,F,51.5,7/20/2011,201,,,Wet,Warm
2011,AD,1593-64821,M,55,6/22/2011,173,,,Wet,Warm
2011,AD,1593-64869,F,65,6/30/2011,181,,,Wet,Warm
2011,AD,1593-64806,M,53.5,7/5/2011,186,,,Wet,Warm
2011,AD,1593-64870,F,61,7/5/2011,186,,,Wet,Warm
2011,AD,1593-64848,F,59.5,7/12/2011,193,,,Wet,Warm
2011,U,1593-64812,U,59,7/14/2011,195,,,Wet,Warm
2011,U,1593-64813,U,63,7/14/2011,195,,,Wet,Warm
2011,U,1593-64814,U,46.5,7/14/2011,195,,,Wet,Warm
2011,U,1593-64832,U,64.5,7/14/2011,195,,,Wet,Warm
2011,U,1593-64833,U,62.5,7/14/2011,195,,,Wet,Warm
2011,U,1593-64834,U,40.5,7/14/2011,195,,,Wet,Warm
2011,U,1593-64847,U,65.8,7/14/2011,195,,,Wet,Warm
2011,U,1593-64849,U,39.7,7/14/2011,195,,,Wet,Warm
2011,AD,1593-64851,F,60.5,7/14/2011,195,,,Wet,Warm
2011,U,1593-64865,U,54,7/14/2011,195,,,Wet,Warm
2011,U,1593-64852,U,53.8,7/18/2011,199,,,Wet,Warm
2011,U,1593-64874,U,42.7,7/18/2011,199,,,Wet,Warm
2011,U,1593-64883,U,50.5,7/18/2011,199,,,Wet,Warm
2011,AD,1593-64884,M,59.5,7/18/2011,199,,,Wet,Warm
2011,U,1593-64885,U,61,7/20/2011,201,,,Wet,Warm
2011,U,1593-64886,U,51.4,7/20/2011,201,,,Wet,Warm
2011,U,1593-64804,U,53.7,7/21/2011,202,,,Wet,Warm
2011,U,1593-64809,U,54.5,7/21/2011,202,,,Wet,Warm
2011,AD,1593-64802,M,59.5,7/22/2011,203,,,Wet,Warm
2011,U,1593-64857,U,56.5,7/22/2011,203,,,Wet,Warm
2011,U,1593-64873,U,47,7/22/2011,203,,,Wet,Warm
2011,U,1593-64892,U,62,7/24/2011,205,,,Wet,Warm
2011,U,1593-64807,U,56,7/25/2011,206,,,Wet,Warm
2012,AD,1593-64863,M,60,6/1/2012,153,,,Wet,Warm
2012,AD,1593-64896,M,55,6/4/2012,156,,,Wet,Warm
2012,AD,1593-64862,F,79,6/7/2012,159,,,Wet,Warm
2012,AD,1593-64301,M,55,6/11/2012,163,,,Wet,Warm
2012,AD,1593-64897,M,56.5,6/13/2012,165,,,Wet,Warm
2012,AD,1593-64859,M,62,6/15/2012,167,,,Wet,Warm
2012,AD,1593-64876,F,69.5,6/15/2012,167,,,Wet,Warm
2012,AD,1783-64317,F,72,6/18/2012,170,,,Wet,Warm
2012,AD,1783-64318,U,51.5,6/18/2012,170,,,Wet,Warm
2012,AD,1783-64319,M,54,6/18/2012,170,,,Wet,Warm
2012,AD,1593-64879,M,59.5,6/20/2012,172,,,Wet,Warm
2012,AD,1783-64302,F,64,6/20/2012,172,,,Wet,Warm
2012,U,1593-64860,U,54.5,6/22/2012,174,,,Wet,Warm
2012,U,1593-64880,U,54.9,6/22/2012,174,,,Wet,Warm
2012,U,1783-64303,U,53.2,6/22/2012,174,,,Wet,Warm
2012,AD,1783-64308,M,59.5,6/22/2012,174,,,Wet,Warm
2012,AD,1783-64322,M,56,6/26/2012,178,,,Wet,Warm
2012,AD,1783-64307,M,56.5,6/27/2012,179,,,Wet,Warm
2012,AD,1783-64309,M,52,6/27/2012,179,,,Wet,Warm
2012,U,1783-64310,U,53,6/28/2012,180,,,Wet,Warm
2012,U,1783-64311,U,60.2,6/29/2012,181,,,Wet,Warm
2012,U,1783-64312,U,58.2,6/29/2012,181,,,Wet,Warm
2012,U,1783-64313,U,62,6/29/2012,181,,,Wet,Warm
2012,U,1783-64314,U,58.5,6/29/2012,181,,,Wet,Warm
2012,U,1783-64315,U,62.2,6/29/2012,181,,,Wet,Warm
2012,AD,1783-64332,F,57,7/2/2012,184,,,Wet,Warm
2012,U,1783-64334,U,57.5,6/29/2012,181,,,Wet,Warm
2012,U,1783-64335,U,56,6/29/2012,181,,,Wet,Warm
2012,AD,1783-64331,M,52,7/2/2012,184,,,Wet,Warm
2012,U,1783-64316,U,47,7/5/2012,187,,,Wet,Warm
2012,U,1783-64341,U,38.4,7/5/2012,187,,,Wet,Warm
2012,U,1783-64342,U,43.4,7/5/2012,187,,,Wet,Warm
2012,U,1783-64346,U,49.3,7/5/2012,187,,,Wet,Warm
2012,U,1783-64347,U,51.2,7/5/2012,187,,,Wet,Warm
2012,U,1783-64348,U,48.1,7/5/2012,187,,,Wet,Warm
2012,AD,1783-64323,M,48,7/9/2012,191,,,Wet,Warm
2012,U,1783-64333,U,40.4,7/9/2012,191,,,Wet,Warm
2012,U,1783-64336,U,46.7,7/9/2012,191,,,Wet,Warm
2012,AD,1783-64343,U,55.5,7/9/2012,191,,,Wet,Warm
2012,AD,1783-64349,F,61,7/9/2012,191,,,Wet,Warm
2012,U,1783-64325,U,34,7/11/2012,193,,,Wet,Warm
2012,U,1783-64326,U,31.2,7/11/2012,193,,,Wet,Warm
2012,U,1783-64339,U,43.9,7/11/2012,193,,,Wet,Warm
2012,U,1783-64340,U,47.7,7/11/2012,193,,,Wet,Warm
2012,AD,1783-64353,M,55,7/16/2012,198,,,Wet,Warm
2012,AD,1783-64327,M,59.5,7/17/2012,199,,,Wet,Warm
2012,AD,1783-64327,M,59.5,7/17/2012,199,,,Wet,Warm
2012,AD,1783-64345,M,49,7/17/2012,199,,,Wet,Warm
2012,AD,1783-64360,M,57.5,7/17/2012,199,,,Wet,Warm
2012,AD,1783-64328,M,61,7/18/2012,200,,,Wet,Warm
2013,AD,1593-64891,M,61,6/4/2013,155,,,Dry,Cold
2013,AD,1593-64889,F,59.5,7/10/2013,191,,,Dry,Cold
2013,AD,1783-64367,M,56,6/10/2013,161,,,Dry,Cold
2013,AD,1783-64371,M,57,6/10/2013,161,,,Dry,Cold
2013,AD,1783-64369,M,51.5,6/12/2013,163,,,Dry,Cold
2013,AD,1783-64381,F,67,6/14/2013,165,,,Dry,Cold
2013,AD,1783-64384,F,65,7/10/2013,191,,,Dry,Cold
2013,AD,1783-64395,F,67.5,6/14/2013,165,,,Dry,Cold
2013,AD,1783-64410,F,73.5,6/20/2013,171,,,Dry,Cold
2013,AD,1783-64361,M,56.5,6/21/2013,172,,,Dry,Cold
2013,AD,1783-64363,M,53.5,6/21/2013,172,,,Dry,Cold
2013,AD,1783-64364,M,58,6/21/2013,172,,,Dry,Cold
2013,AD,1783-64354,M,64,6/27/2013,178,,,Dry,Cold
2013,AD,1783-64383,F,57,7/8/2013,189,,,Dry,Cold
2013,AD,1783-64357,F,60,7/1/2013,182,,,Dry,Cold
2013,U,1783-64378,U,55.3,7/8/2013,189,,,Dry,Cold
2013,U,1783-64382,U,45.7,7/8/2013,189,,,Dry,Cold
2013,U,1783-64385,U,47.4,7/8/2013,189,,,Dry,Cold
2013,U,1783-64386,U,39.9,7/8/2013,189,,,Dry,Cold
2013,AD,1783-64411,F,52.5,7/8/2013,189,,,Dry,Cold
2013,U,1783-64422,U,55.8,7/8/2013,189,,,Dry,Cold
2013,U,1783-64423,U,54.9,7/8/2013,189,,,Dry,Cold
2013,U,1783-64424,U,40.2,7/8/2013,189,,,Dry,Cold
2013,U,1783-64425,U,51.4,7/8/2013,189,,,Dry,Cold
2013,U,1783-64426,U,47.2,7/8/2013,189,,,Dry,Cold
2013,U,1783-64379,U,52.5,7/9/2013,190,,,Dry,Cold
2013,U,1783-64380,U,55.3,7/9/2013,190,,,Dry,Cold
2013,U,1783-64400,U,52.4,7/9/2013,190,,,Dry,Cold
2013,U,1783-64401,U,44.1,7/9/2013,190,,,Dry,Cold
2013,U,1783-64402,U,41.3,7/9/2013,190,,,Dry,Cold
2013,U,1783-64403,U,19.7,7/9/2013,190,,,Dry,Cold
2013,U,1783-64404,U,52.3,7/10/2013,191,,,Dry,Cold
2013,U,1783-64405,U,49.6,7/10/2013,191,,,Dry,Cold
2013,U,1783-64406,U,45.3,7/10/2013,191,,,Dry,Cold
2013,AD,1783-64407,F,61,7/10/2013,191,,,Dry,Cold
2013,U,1783-64356,U,64.2,7/15/2013,196,,,Dry,Cold
2013,U,1783-64358,U,65.2,7/12/2013,193,,,Dry,Cold
2013,U,1783-64417,U,50.7,7/12/2013,193,,,Dry,Cold
2013,U,1783-64418,U,48.2,7/12/2013,193,,,Dry,Cold
2013,U,1783-64419,U,48.9,7/12/2013,193,,,Dry,Cold
2013,U,1783-64420,U,56,7/13/2013,194,,,Dry,Cold
2013,U,1783-64437,U,54.5,7/13/2013,194,,,Dry,Cold
2013,U,1783-64414,U,57.6,7/15/2013,196,,,Dry,Cold
2013,U,1783-64415,U,57.3,7/15/2013,196,,,Dry,Cold
2013,U,1783-64416,U,52.5,7/15/2013,196,,,Dry,Cold
2013,U,1783-64427,U,55,7/16/2013,197,,,Dry,Cold
2013,U,1783-64434,U,60,7/17/2013,198,,,Dry,Cold
2013,U,1783-64428,U,52.5,7/18/2013,199,,,Dry,Cold
2013,U,1783-64435,U,58.5,7/18/2013,199,,,Dry,Cold
2013,AD,1783-64436,F,59,7/19/2013,200,,,Dry,Cold
2013,U,1783-64463,U,60,7/19/2013,200,,,Dry,Cold
2013,U,1783-64448,U,52,7/21/2013,202,,,Dry,Cold
2013,AD,1783-64449,M,49,7/22/2013,203,,,Dry,Cold
2013,AD,1783-64421,M,56.5,7/24/2013,205,,,Dry,Cold
2013,AD,1783-64450,M,54,7/25/2013,206,,,Dry,Cold
2014,AD,1783-64457,M,52,6/2/2014,153,,,Dry,Warm
2014,AD,1783-64460,M,55.5,6/4/2014,155,,,Dry,Warm
2014,AD,1783-64540,M,58,6/6/2014,157,,,Dry,Warm
2014,AD,1783-64532,M,50.5,6/7/2014,158,,,Dry,Warm
2014,AD,1783-64513,M,52,6/10/2014,161,,,Dry,Warm
2014,AD,1783-64541,M,50,6/11/2014,162,,,Dry,Warm
2014,AD,1783-64464,M,57.5,6/12/2014,163,,,Dry,Warm
2014,AD,1783-64533,M,56.5,6/13/2014,164,,,Dry,Warm
2014,AD,1783-64482,F,63.5,6/16/2014,167,,,Dry,Warm
2014,AD,1783-64514,M,58.5,6/16/2014,167,,,Dry,Warm
2014,AD,1783-64546,M,53.5,6/16/2014,167,,,Dry,Warm
2014,AD,1783-64465,F,51,7/23/2014,204,,,Dry,Warm
2014,AD,1783-64496,F,62,6/18/2014,169,,,Dry,Warm
2014,AD,1783-64515,F,56,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64497,M,54,6/19/2014,170,,,Dry,Warm
2014,AD,1783-64524,F,57,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64525,M,60,6/19/2014,170,,,Dry,Warm
2014,AD,1783-64534,M,58.5,6/19/2014,170,,,Dry,Warm
2014,AD,1783-64399,F,67,6/20/2014,171,,,Dry,Warm
2014,AD,1783-64527,M,52,6/20/2014,171,,,Dry,Warm
2014,AD,1783-64467,M,58,6/21/2014,172,,,Dry,Warm
2014,AD,1783-64498,F,67.5,6/25/2014,176,,,Dry,Warm
2014,AD,1783-64499,M,57,6/25/2014,176,,,Dry,Warm
2014,AD,1783-64536,F,54,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64537,F,60,6/27/2014,178,,,Dry,Warm
2014,AD,1783-64487,M,51.5,7/6/2014,187,,,Dry,Warm
2014,AD,1783-64561,M,54.5,7/7/2014,188,,,Dry,Warm
2014,AD,1783-64520,F,57.5,7/9/2014,190,,,Dry,Warm
2014,AD,1783-64516,F,53,7/10/2014,191,,,Dry,Warm
2014,U,1783-64576,U,67.1,7/10/2014,191,,,Dry,Warm
2014,U,1783-64577,U,63.7,7/10/2014,191,,,Dry,Warm
2014,U,1783-64578,U,52.7,7/10/2014,191,,,Dry,Warm
2014,U,1783-64488,U,59.4,7/11/2014,192,,,Dry,Warm
2014,U,1783-64489,U,54.5,7/11/2014,192,,,Dry,Warm
2014,U,1783-64490,U,63.4,7/11/2014,192,,,Dry,Warm
2014,U,1783-64508,F,64.3,7/11/2014,192,,,Dry,Warm
2014,U,1783-64571,U,63.1,7/11/2014,192,,,Dry,Warm
2014,U,1783-64572,U,61.5,7/11/2014,192,,,Dry,Warm
2014,U,1783-64573,U,52.4,7/11/2014,192,,,Dry,Warm
2014,U,1783-64574,U,58.8,7/11/2014,192,,,Dry,Warm
2014,U,1783-64575,U,58.1,7/11/2014,192,,,Dry,Warm
2014,U,1783-64484,U,61.8,7/14/2014,195,,,Dry,Warm
2014,U,1783-64485,U,53.8,7/14/2014,195,,,Dry,Warm
2014,U,1783-64486,U,59.4,7/14/2014,195,,,Dry,Warm
2014,U,1783-64579,U,65,7/14/2014,195,,,Dry,Warm
2014,U,1783-64580,U,59.4,7/14/2014,195,,,Dry,Warm
2014,U,1783-64581,U,60.3,7/14/2014,195,,,Dry,Warm
2014,U,1783-64586,U,54,7/14/2014,195,,,Dry,Warm
2014,U,1783-64587,U,57.5,7/14/2014,195,,,Dry,Warm
2014,U,1783-64478,U,58.3,7/16/2014,197,,,Dry,Warm
2014,U,1783-64479,U,57.5,7/16/2014,197,,,Dry,Warm
2014,U,1783-64480,U,52.5,7/16/2014,197,,,Dry,Warm
2014,U,1783-64494,U,52.9,7/16/2014,197,,,Dry,Warm
2014,U,1783-64495,U,52.6,7/16/2014,197,,,Dry,Warm
2014,U,1783-64547,U,53.5,7/16/2014,197,,,Dry,Warm
2014,U,1783-64548,U,59.1,7/16/2014,197,,,Dry,Warm
2014,U,1783-64583,U,55.5,7/16/2014,197,,,Dry,Warm
2014,U,1783-64481,U,58.5,7/17/2014,198,,,Dry,Warm
2014,U,1783-64539,U,42.1,7/17/2014,198,,,Dry,Warm
2014,U,1783-64552,U,54.4,7/17/2014,198,,,Dry,Warm
2014,U,1783-64553,U,61.8,7/17/2014,198,,,Dry,Warm
2014,U,1783-64554,U,49.5,7/17/2014,198,,,Dry,Warm
2014,U,1783-64556,U,51,7/17/2014,198,,,Dry,Warm
2014,U,1783-64584,U,49.5,7/17/2014,198,,,Dry,Warm
2014,U,1783-64585,U,50.4,7/17/2014,198,,,Dry,Warm
2014,U,1783-64588,M,49.3,7/17/2014,198,,,Dry,Warm
2014,U,1783-64589,U,39.6,7/17/2014,198,,,Dry,Warm
2014,U,1783-64590,U,52.4,7/17/2014,198,,,Dry,Warm
2014,U,1833-3101,U,56.5,7/18/2014,199,,,Dry,Warm
2014,U,1833-3102,U,63,7/20/2014,201,,,Dry,Warm
2014,U,1783-64567,U,51,7/21/2014,202,,,Dry,Warm
2014,U,1783-64595,U,55.5,7/21/2014,202,,,Dry,Warm
2014,AD,1783-64555,F,64.5,7/22/2014,203,,,Dry,Warm
2014,U,1783-64559,U,57.5,7/23/2014,204,,,Dry,Warm
2014,U,1783-64560,U,59.2,7/23/2014,204,,,Dry,Warm
2014,AD,1783-64564,M,57.5,7/23/2014,204,,,Dry,Warm
2020,AD,1833-3249,F,57,7/7/2020,189,,,Dry,Cold
2015,AD,1833-3235,U,59.5,6/5/2015,156,,,Wet,Warm
2015,AD,1833-3236,M,56,6/8/2015,159,,,Wet,Warm
